contrato_id,data_venda,modalidade_contrato,plano,visita
87970,2024-06-14,pessoa física,"plano mensal - r$296,00",Livance - Vila Mariana
87736,2024-06-14,pessoa física,"plano anual - r$246,00",Livance - Alphaville
87634,2024-06-14,pessoa física,"plano light anual - r$178,00",Livance - Pinheiros
87630,2024-06-14,pessoa física,"plano light - r$148,00",Visita Virtual
87374,2024-06-14,pessoa física,"plano mensal - r$296,00",Visita Virtual
87335,2024-06-14,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro
87264,2024-06-14,pessoa física,"plano light anual - r$178,00",Visita Virtual
87027,2024-06-14,pessoa física,"plano light anual - r$178,00",Livance - Santo André
86946,2024-06-14,pessoa física,"plano light - r$148,00",Sem Visita
86559,2024-06-14,pessoa física,"plano light - r$178,00",Livance - Itaim
86082,2024-06-14,pessoa física,"plano anual - r$246,00",Livance - Market Place
84154,2024-06-14,pessoa física,"plano light - r$148,00",Sem Visita
83882,2024-06-14,pessoa física,"plano light - r$148,00",Livance - Pinheiros
82834,2024-06-14,pessoa física,"plano light - r$148,00",Visita Virtual
79843,2024-06-14,pessoa física,"plano light anual - r$178,00",Visita Virtual
79610,2024-06-14,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
78713,2024-06-14,pessoa física,"plano light - r$148,00",Livance - Alphaville
78329,2024-06-14,pessoa física,"plano light - r$178,00",Livance - Santo André
70125,2024-06-14,pessoa física,"plano light - r$148,00",Livance - Barra da Tijuca
68034,2024-06-14,pessoa física,"plano light - r$148,00",Livance - Vila Mariana
26264,2024-06-14,pessoa física,"plano light - r$148,00",Livance - Campinas
89021,2024-06-15,pessoa física,"plano light - r$148,00",Livance - Market Place
88708,2024-06-15,pessoa física,"plano light anual - r$178,00",Livance - Santo André
88533,2024-06-15,pessoa física,"plano light - r$148,00",Visita Virtual
87714,2024-06-15,pessoa física,"plano light - r$148,00",Livance - Paulista
86768,2024-06-15,pessoa física,"plano light - r$148,00",Livance - Vila Madalena
86301,2024-06-15,pessoa física,"plano anual - r$246,00",Livance - Santo André
85642,2024-06-15,pessoa física,"plano light - r$148,00",Livance - Vila Madalena
71693,2024-06-15,pessoa física,"plano mensal - r$296,00",Visita Virtual
62530,2024-06-15,pessoa física,"plano light - r$148,00",Livance - Campinas
89099,2024-06-16,pessoa física,"plano light - r$148,00",Sem Visita
88496,2024-06-16,pessoa física,"plano mensal - r$296,00",Livance - Perdizes
87461,2024-06-16,pessoa física,"plano light anual - r$123,00",Livance - Santo André Psico
81439,2024-06-16,pessoa física,"plano light anual - r$178,00",Livance - Paulista
89274,2024-06-17,pessoa física,"plano light anual - r$178,00",Livance - Pinheiros
89247,2024-06-17,pessoa física,"plano light anual - r$178,00",Sem Visita
89236,2024-06-17,pessoa física,"plano light - r$178,00",Sem Visita
89226,2024-06-17,pessoa física,"plano light - r$178,00",Visita Virtual
89132,2024-06-17,pessoa jurídica,"plano light - r$178,00",Visita Virtual
88882,2024-06-17,pessoa física,"plano light - r$178,00",Livance - Santo André
88835,2024-06-17,pessoa física,"plano light anual - r$123,00",Sem Visita
88817,2024-06-17,pessoa física,"plano light - r$178,00",Livance - Santo André
88590,2024-06-17,pessoa física,"plano light - r$178,00",Livance - Perdizes
88540,2024-06-17,pessoa física,"plano light - r$148,00",Visita Virtual
88378,2024-06-17,pessoa física,"plano light anual - r$123,00",Livance - Pinheiros
88299,2024-06-17,pessoa física,"plano light - r$148,00",Visita Virtual
88169,2024-06-17,pessoa física,"plano light - r$178,00",Visita Virtual
87728,2024-06-17,pessoa física,"plano light - r$178,00",Livance - Santo André
86948,2024-06-17,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
86632,2024-06-17,pessoa física,"plano mensal - r$296,00",Visita Virtual
86315,2024-06-17,pessoa física,"plano light - r$178,00",Livance - Tatuapé
85717,2024-06-17,pessoa física,"plano light - r$178,00",Visita Virtual
82497,2024-06-17,pessoa física,"plano light - r$178,00",Livance - Campinas
80868,2024-06-17,pessoa física,"plano light anual - r$123,00",Livance - Tatuapé
80381,2024-06-17,pessoa jurídica,"plano anual - r$246,00",Visita Virtual
69452,2024-06-17,pessoa física,"plano anual - r$246,00",Sem Visita
69129,2024-06-17,pessoa física,"plano light - r$148,00",Livance - Vila Madalena
46613,2024-06-17,pessoa física,"plano anual - r$246,00",Livance - Perdizes
25754,2024-06-17,pessoa física,"plano light anual - r$178,00",Livance - Alphaville
89465,2024-06-18,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
89376,2024-06-18,pessoa física,"plano light - r$178,00",Sem Visita
89366,2024-06-18,pessoa física,"plano light anual - r$123,00",Sem Visita
89295,2024-06-18,pessoa física,"plano light anual - r$123,00",Livance - Santo André
89210,2024-06-18,pessoa física,"plano light - r$178,00",Livance - Pinheiros
88711,2024-06-18,pessoa física,"plano light - r$178,00",Livance - Brigadeiro 2
88570,2024-06-18,pessoa física,"plano light - r$178,00",Visita Virtual
88482,2024-06-18,pessoa física,"plano mensal - r$296,00",Sem Visita
88036,2024-06-18,pessoa jurídica,"plano light anual - r$123,00",Livance - Campinas
87593,2024-06-18,pessoa física,"plano anual - r$246,00",Livance - Santo André
87562,2024-06-18,pessoa jurídica,"plano light anual - r$123,00",Livance - Perdizes
87473,2024-06-18,pessoa física,"plano anual - r$246,00",Visita Virtual
87381,2024-06-18,pessoa física,"plano light - r$178,00",Livance - Pinheiros
86820,2024-06-18,pessoa física,"plano anual - r$246,00",Sem Visita
85646,2024-06-18,pessoa física,"plano light - r$178,00",Sem Visita
84502,2024-06-18,pessoa física,"plano mensal - r$296,00",Visita Virtual
83592,2024-06-18,pessoa física,"plano light anual - r$178,00",Visita Virtual
82669,2024-06-18,pessoa física,"plano mensal - r$296,00",Livance - Vila Madalena
82467,2024-06-18,pessoa física,"plano mensal - r$296,00",Visita Virtual
82094,2024-06-18,pessoa física,"plano mensal - r$296,00",Livance - Vila Madalena
39455,2024-06-18,pessoa física,"plano mensal - r$296,00",Livance - Angélica
89636,2024-06-19,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
89628,2024-06-19,pessoa jurídica,"plano light - r$148,00",Sem Visita
89566,2024-06-19,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
89470,2024-06-19,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
89469,2024-06-19,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
89468,2024-06-19,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
89467,2024-06-19,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
89434,2024-06-19,pessoa física,"plano mensal - r$346,00",Sem Visita
89404,2024-06-19,pessoa física,"plano light anual - r$178,00",Livance - Angélica
89296,2024-06-19,pessoa física,"plano light - r$178,00",Livance - Campinas
89276,2024-06-19,pessoa física,"plano light - r$178,00",Sem Visita
89271,2024-06-19,pessoa física,"plano light anual - r$123,00",Sem Visita
89245,2024-06-19,pessoa física,"plano light - r$178,00",Sem Visita
89175,2024-06-19,pessoa física,"plano light - r$178,00",Livance - Vila Olímpia
89168,2024-06-19,pessoa física,"plano light anual - r$178,00",Livance - Tatuapé
89141,2024-06-19,pessoa física,"plano light - r$178,00",Livance - Tatuapé
89112,2024-06-19,pessoa física,"plano light anual - r$178,00",Livance - Campinas
89079,2024-06-19,pessoa física,"plano light - r$178,00",Livance - Tatuapé
88657,2024-06-19,pessoa física,"plano mensal - r$296,00",Livance - Alphaville
88281,2024-06-19,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
88224,2024-06-19,pessoa física,"plano light - r$178,00",Visita Virtual
88191,2024-06-19,pessoa física,"plano mensal - r$296,00",Livance - Botafogo
87731,2024-06-19,pessoa física,"plano mensal - r$296,00",Livance - Itaim
86556,2024-06-19,pessoa física,"plano light anual - r$178,00",Visita Virtual
84066,2024-06-19,pessoa física,"plano light anual - r$123,00",Sem Visita
82535,2024-06-19,pessoa física,"plano light - r$178,00",Visita Virtual
58954,2024-06-19,pessoa física,"plano mensal - r$296,00",Livance - Tatuapé
89581,2024-06-20,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro
89448,2024-06-20,pessoa física,"plano light - r$178,00",Visita Virtual
89287,2024-06-20,pessoa física,"plano mensal - r$296,00",Livance - Paulista
89147,2024-06-20,pessoa física,"plano light - r$178,00",Livance - Market Place
89084,2024-06-20,pessoa física,"plano mensal - r$296,00",Visita Virtual
89046,2024-06-20,pessoa física,"plano mensal - r$296,00",Livance - Alphaville
88712,2024-06-20,pessoa física,"plano mensal - r$296,00",Livance - Angélica
88517,2024-06-20,pessoa física,"plano mensal - r$296,00",Livance - Market Place
88213,2024-06-20,pessoa física,"plano light - r$178,00",Livance - Paulista
84189,2024-06-20,pessoa física,"plano mensal - r$296,00",Visita Virtual
82272,2024-06-20,pessoa física,"plano light anual - r$123,00",Visita Virtual
81700,2024-06-20,pessoa física,"plano light - r$178,00",Livance - Pinheiros
73171,2024-06-20,pessoa física,"plano mensal - r$296,00",Livance - Barra da Tijuca
48926,2024-06-20,pessoa física,"plano mensal - r$296,00",Visita Virtual
40188,2024-06-20,pessoa física,"plano light anual - r$178,00",Livance - Santo André Psico
89873,2024-06-21,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
89864,2024-06-21,pessoa física,"plano light - r$178,00",Sem Visita
89861,2024-06-21,pessoa física,"plano light - r$178,00",Livance - Campinas
89849,2024-06-21,pessoa jurídica,"plano light anual - r$178,00",Sem Visita
89816,2024-06-21,pessoa física,"plano anual - r$246,00",Sem Visita
89813,2024-06-21,pessoa física,"plano light - r$178,00",Livance - Vila Madalena
89810,2024-06-21,pessoa física,"plano anual - r$246,00",Livance - Botafogo
89798,2024-06-21,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro Psico
89778,2024-06-21,pessoa física,"plano light - r$178,00",Sem Visita
89769,2024-06-21,pessoa física,"plano light - r$178,00",Sem Visita
89766,2024-06-21,pessoa jurídica,"plano mensal - r$346,00",Sem Visita
89543,2024-06-21,pessoa física,"plano mensal - r$296,00",Livance - Perdizes
89443,2024-06-21,pessoa física,"plano light - r$178,00",Visita Virtual
89361,2024-06-21,pessoa física,"plano light anual - r$123,00",Sem Visita
89108,2024-06-21,pessoa física,"plano light - r$178,00",Sem Visita
88507,2024-06-21,pessoa física,"plano light - r$178,00",Visita Virtual
88167,2024-06-21,pessoa física,"plano anual - r$246,00",Livance - Market Place
88046,2024-06-21,pessoa física,"plano light - r$178,00",Livance - Santo André
88028,2024-06-21,pessoa jurídica,"plano mensal - r$296,00",Livance - Vila Madalena
87869,2024-06-21,pessoa física,"plano light - r$178,00",Livance - Paulista
84823,2024-06-21,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
79328,2024-06-21,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
78612,2024-06-21,pessoa física,"plano anual - r$246,00",Sem Visita
76136,2024-06-21,pessoa física,"plano light - r$178,00",Livance - Botafogo
71994,2024-06-21,pessoa física,"plano anual - r$246,00",Visita Virtual
65659,2024-06-21,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
59382,2024-06-21,pessoa física,"plano anual - r$246,00",Livance - Alphaville
56948,2024-06-21,pessoa física,"plano mensal - r$296,00",Livance - Alphaville
48256,2024-06-21,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
89966,2024-06-22,pessoa física,"plano light - r$178,00",Sem Visita
86749,2024-06-22,pessoa física,"plano mensal - r$296,00",Livance - Perdizes
90161,2024-06-24,pessoa física,"plano light - r$178,00",Sem Visita
90157,2024-06-24,pessoa física,"plano anual - r$246,00",Sem Visita
90136,2024-06-24,pessoa física,"plano mensal - r$296,00",Sem Visita
90122,2024-06-24,pessoa física,"plano anual - r$246,00",Sem Visita
90119,2024-06-24,pessoa física,"plano light anual - r$123,00",Sem Visita
90117,2024-06-24,pessoa física,"plano mensal - r$296,00",Sem Visita
90115,2024-06-24,pessoa física,"plano anual - r$246,00",Sem Visita
90114,2024-06-24,pessoa física,"plano light - r$148,00",Sem Visita
90044,2024-06-24,pessoa física,"plano light - r$178,00",Sem Visita
90039,2024-06-24,pessoa jurídica,"plano anual - r$246,00",Livance - Campinas
89996,2024-06-24,pessoa física,"plano light anual - r$123,00",Sem Visita
89895,2024-06-24,pessoa física,"plano light - r$178,00",Sem Visita
89892,2024-06-24,pessoa física,"plano light - r$148,00",Sem Visita
89865,2024-06-24,pessoa física,"plano light anual - r$123,00",Sem Visita
89719,2024-06-24,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
89655,2024-06-24,pessoa física,"plano light - r$178,00",Livance - Campinas
89588,2024-06-24,pessoa física,"plano light - r$178,00",Livance - Angélica
89270,2024-06-24,pessoa física,"plano light - r$178,00",Livance - Santo André
89212,2024-06-24,pessoa física,"plano light - r$178,00",Sem Visita
88969,2024-06-24,pessoa física,"plano light anual - r$123,00",Visita Virtual
88953,2024-06-24,pessoa física,"plano light - r$178,00",Livance - Botafogo
88778,2024-06-24,pessoa física,"plano light anual - r$123,00",Livance - Tatuapé
88000,2024-06-24,pessoa jurídica,"plano anual - r$246,00",Livance - Vila Madalena
87890,2024-06-24,pessoa física,"plano mensal - r$296,00",Livance - Vila Olímpia
87880,2024-06-24,pessoa física,"plano mensal - r$296,00",Visita Virtual
87834,2024-06-24,pessoa física,"plano light - r$178,00",Visita Virtual
87328,2024-06-24,pessoa jurídica,"plano anual - r$246,00",Não Informado
85917,2024-06-24,pessoa física,"plano anual - r$246,00",Visita Virtual
85739,2024-06-24,pessoa física,"plano mensal - r$296,00",Livance - Botafogo
85194,2024-06-24,pessoa física,"plano light - r$178,00",Livance - Pinheiros
84026,2024-06-24,pessoa física,"plano light - r$246,00",Visita Virtual
83345,2024-06-24,pessoa física,"plano anual - r$246,00",Visita Virtual
79430,2024-06-24,pessoa jurídica,"plano anual - r$246,00",Livance - Pinheiros
90353,2024-06-25,pessoa física,"plano light anual - r$123,00",Sem Visita
90329,2024-06-25,pessoa física,"plano mensal - r$296,00",Sem Visita
90291,2024-06-25,pessoa física,"plano mensal - r$346,00",Sem Visita
90282,2024-06-25,pessoa física,"plano light - r$178,00",Livance - Santo André Psico
90266,2024-06-25,pessoa jurídica,"plano light - r$148,00",Visita Virtual
90235,2024-06-25,pessoa física,"plano light - r$246,00",Livance - Botafogo
90197,2024-06-25,pessoa física,"plano mensal - r$296,00",Sem Visita
90137,2024-06-25,pessoa física,"plano mensal - r$296,00",Livance - Perdizes
90128,2024-06-25,pessoa física,"plano light anual - r$123,00",Livance - Vila Madalena
89990,2024-06-25,pessoa física,"plano anual - r$246,00",Livance - Campinas
89807,2024-06-25,pessoa física,"plano mensal - r$346,00",Sem Visita
89536,2024-06-25,pessoa física,"plano light anual - r$178,00",Sem Visita
88913,2024-06-25,pessoa física,"plano light anual - r$123,00",Visita Virtual
87951,2024-06-25,pessoa física,"plano anual - r$246,00",Visita Virtual
87600,2024-06-25,pessoa física,"plano light anual - r$178,00",Livance - Santo André Psico
87444,2024-06-25,pessoa física,"plano mensal - r$296,00",Livance - Market Place
87397,2024-06-25,pessoa física,"plano light - r$178,00",Livance - Vila Olímpia
86480,2024-06-25,pessoa física,"plano light - r$148,00",Livance - Alphaville
82129,2024-06-25,pessoa jurídica,"plano light anual - r$178,00",Livance - Botafogo
66316,2024-06-25,pessoa física,"plano mensal - r$296,00",Sem Visita
57412,2024-06-25,pessoa física,"plano light - r$178,00",Sem Visita
90488,2024-06-26,pessoa física,"plano anual - r$246,00",Sem Visita
90472,2024-06-26,pessoa física,"plano light anual - r$123,00",Sem Visita
90468,2024-06-26,pessoa física,"plano anual - r$246,00",Sem Visita
90448,2024-06-26,pessoa física,"plano anual - r$246,00",Sem Visita
90447,2024-06-26,pessoa física,"plano light - r$178,00",Sem Visita
90420,2024-06-26,pessoa física,"plano mensal - r$296,00",Sem Visita
90411,2024-06-26,pessoa física,"plano anual - r$246,00",Visita Virtual
90347,2024-06-26,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
89744,2024-06-26,pessoa física,"plano mensal - r$296,00",Sem Visita
89735,2024-06-26,pessoa física,"plano light - r$178,00",Livance - Santo André
89659,2024-06-26,pessoa física,"plano light - r$178,00",Visita Virtual
89379,2024-06-26,pessoa física,"plano light - r$148,00",Sem Visita
86453,2024-06-26,pessoa jurídica,"plano light - r$178,00",Livance - Brigadeiro Psico
85843,2024-06-26,pessoa física,"plano light - r$178,00",Livance - Vila Madalena
83261,2024-06-26,pessoa física,"plano mensal - r$296,00",Visita Virtual
76355,2024-06-26,pessoa física,"plano mensal - r$296,00",Livance - Campinas
61652,2024-06-26,pessoa física,"plano anual - r$246,00",Livance - Paulista
90654,2024-06-27,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
90641,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90640,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90639,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90638,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90633,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90632,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90631,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90630,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90627,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90625,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90624,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90623,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90622,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90621,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90620,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90616,2024-06-27,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
90611,2024-06-27,pessoa física,"plano light anual - r$123,00",Sem Visita
90560,2024-06-27,pessoa física,"plano mensal - r$296,00",Sem Visita
90481,2024-06-27,pessoa física,"plano mensal - r$296,00",Livance - Botafogo
90281,2024-06-27,pessoa física,"plano mensal - r$296,00",Sem Visita
90198,2024-06-27,pessoa física,"plano light - r$178,00",Livance - Barra da Tijuca
90160,2024-06-27,pessoa física,"plano light - r$178,00",Livance - Paulista
90147,2024-06-27,pessoa física,"plano light anual - r$123,00",Visita Virtual
89971,2024-06-27,pessoa física,"plano anual - r$246,00",Sem Visita
89958,2024-06-27,pessoa física,"plano light - r$178,00",Visita Virtual
89802,2024-06-27,pessoa física,"plano light - r$178,00",Livance - Botafogo
89779,2024-06-27,pessoa física,"plano light - r$178,00",Livance - Vila Mariana
89763,2024-06-27,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
89565,2024-06-27,pessoa jurídica,"plano light - r$178,00",Livance - Barra da Tijuca
89150,2024-06-27,pessoa física,"plano light anual - r$123,00",Livance - Perdizes
88850,2024-06-27,pessoa física,"plano light anual - r$123,00",Livance - Brigadeiro 2
88807,2024-06-27,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
88336,2024-06-27,pessoa física,"plano light - r$178,00",Livance - Perdizes
87946,2024-06-27,pessoa física,"plano light - r$178,00",Sem Visita
87336,2024-06-27,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
87305,2024-06-27,pessoa física,"plano light - r$178,00",Livance - Campinas
87127,2024-06-27,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
84452,2024-06-27,pessoa física,"plano light - r$178,00",Livance - Botafogo
77794,2024-06-27,pessoa física,"plano light anual - r$123,00",Livance - Brigadeiro Psico
90776,2024-06-28,pessoa física,"plano mensal - r$296,00",Livance - Paulista
90700,2024-06-28,pessoa física,"plano anual - r$246,00",Sem Visita
90663,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Santo André
90661,2024-06-28,pessoa física,"plano mensal - r$296,00",Sem Visita
90613,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Botafogo
90567,2024-06-28,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro
90538,2024-06-28,pessoa física,"plano mensal - r$296,00",Livance - Santo André
90500,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Alphaville
90463,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Perdizes
90393,2024-06-28,pessoa física,"plano anual - r$246,00",Sem Visita
90322,2024-06-28,pessoa física,"plano light - r$178,00",Visita Virtual
89414,2024-06-28,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
89358,2024-06-28,pessoa física,"plano mensal - r$296,00",Livance - Campinas
88997,2024-06-28,pessoa física,"plano light - r$178,00",Visita Virtual
88904,2024-06-28,pessoa física,"plano light anual - r$123,00",Livance - Pinheiros
88715,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Barra da Tijuca
88583,2024-06-28,pessoa física,"plano mensal - r$296,00",Visita Virtual
86389,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Vila Madalena
86272,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Tatuapé
84898,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Botafogo
84206,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Alphaville
83146,2024-06-28,pessoa física,"plano mensal - r$296,00",Livance - Vila Mariana
79759,2024-06-28,pessoa física,"plano light anual - r$123,00",Livance - Botafogo
76586,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Paulista
76076,2024-06-28,pessoa física,"plano anual - r$246,00",Visita Virtual
74200,2024-06-28,pessoa física,"plano light - r$178,00",Visita Virtual
72075,2024-06-28,pessoa jurídica,"plano light - r$148,00",Livance - Tatuapé
61732,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Alphaville
59080,2024-06-28,pessoa física,"plano light - r$178,00",Sem Visita
59052,2024-06-28,pessoa física,"plano light - r$178,00",Livance - Alphaville
41167,2024-06-28,pessoa física,"plano mensal - r$296,00",Livance - Botafogo
27763,2024-06-28,pessoa física,"plano anual - r$246,00",Livance - Campinas
90812,2024-06-29,pessoa física,"plano mensal - r$296,00",Sem Visita
90237,2024-06-29,pessoa física,"plano anual - r$246,00",Livance - Santo André
85872,2024-06-30,pessoa física,"plano light - r$246,00",Sem Visita
91162,2024-07-01,pessoa física,"plano light - r$178,00",Livance - Market Place
91121,2024-07-01,pessoa física,"plano anual - r$246,00",Livance - Santo André
91120,2024-07-01,pessoa física,"plano light anual - r$123,00",Sem Visita
91116,2024-07-01,pessoa física,"plano mensal - r$296,00",Sem Visita
91089,2024-07-01,pessoa física,"plano mensal - r$296,00",Sem Visita
91086,2024-07-01,pessoa física,"plano mensal - r$296,00",Sem Visita
91030,2024-07-01,pessoa física,"plano light - r$178,00",Sem Visita
90886,2024-07-01,pessoa física,"plano light anual - r$123,00",Sem Visita
90730,2024-07-01,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
90719,2024-07-01,pessoa física,"plano light - r$178,00",Sem Visita
90707,2024-07-01,pessoa física,"plano anual - r$246,00",Sem Visita
90704,2024-07-01,pessoa física,"plano light - r$178,00",Livance - Brigadeiro Psico
90669,2024-07-01,pessoa física,"plano light - r$178,00",Livance - Paulista
90653,2024-07-01,pessoa física,"plano light - r$178,00",Livance - Paulista
90535,2024-07-01,pessoa física,"plano light - r$178,00",Livance - Santo André
90443,2024-07-01,pessoa física,"plano light - r$178,00",Visita Virtual
90351,2024-07-01,pessoa física,"plano anual - r$246,00",Sem Visita
90290,2024-07-01,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
90228,2024-07-01,pessoa física,"plano light - r$178,00",Livance - Santo André Psico
89814,2024-07-01,pessoa física,"plano light - r$178,00",Livance - Tatuapé
89537,2024-07-01,pessoa física,"plano anual - r$246,00",Sem Visita
86805,2024-07-01,pessoa física,"plano anual - r$246,00",Livance - Perdizes
86714,2024-07-01,pessoa física,"plano light - r$178,00",Sem Visita
83843,2024-07-01,pessoa física,"plano light anual - r$123,00",Visita Virtual
79277,2024-07-01,pessoa física,"plano mensal - r$296,00",Livance - Perdizes
78905,2024-07-01,pessoa física,"plano mensal - r$296,00",Livance - Brigadeiro Psico
33448,2024-07-01,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
91206,2024-07-02,pessoa física,"plano light - r$178,00",Sem Visita
91165,2024-07-02,pessoa física,"plano light - r$178,00",Livance - Pinheiros
90648,2024-07-02,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
90302,2024-07-02,pessoa física,"plano light anual - r$178,00",Livance - Tatuapé
90009,2024-07-02,pessoa física,"plano light - r$178,00",Livance - Tatuapé
84872,2024-07-02,pessoa física,"plano mensal - r$296,00",Livance - Vila Olímpia
73309,2024-07-02,pessoa física,"plano light - r$178,00",Livance - Barra da Tijuca
30267,2024-07-02,pessoa física,"plano anual - r$246,00",Livance - Campinas
91466,2024-07-03,pessoa física,"plano anual - r$246,00",Sem Visita
91457,2024-07-03,pessoa física,"plano mensal - r$296,00",Sem Visita
91455,2024-07-03,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
91418,2024-07-03,pessoa jurídica,"plano light - r$178,00",Sem Visita
91376,2024-07-03,pessoa física,"plano mensal - r$296,00",Livance - Botafogo
91371,2024-07-03,pessoa jurídica,"plano anual - r$246,00",Visita Virtual
91337,2024-07-03,pessoa física,"plano light - r$178,00",Livance - Perdizes
91310,2024-07-03,pessoa física,"plano mensal - r$296,00",Sem Visita
91251,2024-07-03,pessoa física,"plano light - r$178,00",Visita Virtual
91220,2024-07-03,pessoa física,"plano mensal - r$346,00",Livance - Alphaville
91172,2024-07-03,pessoa física,"plano mensal - r$296,00",Livance - Vila Mariana
91164,2024-07-03,pessoa física,"plano light - r$178,00",Livance - Brigadeiro
91117,2024-07-03,pessoa física,"plano light - r$178,00",Livance - Vila Mariana
90307,2024-07-03,pessoa física,"plano mensal - r$296,00",Livance - Tatuapé
89940,2024-07-03,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
88183,2024-07-03,pessoa jurídica,"plano anual - r$246,00",Livance - Santo André
83779,2024-07-03,pessoa física,"plano light anual - r$123,00",Sem Visita
82616,2024-07-03,pessoa física,"plano light - r$178,00",Sem Visita
91562,2024-07-04,pessoa física,"plano mensal - r$296,00",Livance - Pinheiros
91554,2024-07-04,pessoa física,"plano mensal - r$296,00",Livance - Botafogo
91543,2024-07-04,pessoa física,"plano anual - r$246,00",Livance - Itaim
91531,2024-07-04,pessoa física,"plano light anual - r$123,00",Sem Visita
91503,2024-07-04,pessoa física,"plano mensal - r$296,00",Sem Visita
91501,2024-07-04,pessoa física,"plano light - r$178,00",Sem Visita
91445,2024-07-04,pessoa física,"plano mensal - r$296,00",Sem Visita
91361,2024-07-04,pessoa física,"plano light - r$178,00",Livance - Alphaville
91358,2024-07-04,pessoa física,"plano light anual - r$123,00",Visita Virtual
91284,2024-07-04,pessoa física,"plano mensal - r$296,00",Sem Visita
91277,2024-07-04,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
91141,2024-07-04,pessoa física,"plano light - r$178,00",Livance - Tatuapé
90937,2024-07-04,pessoa física,"plano light anual - r$123,00",Livance - Alphaville
90864,2024-07-04,pessoa física,"plano light anual - r$178,00",Sem Visita
90597,2024-07-04,pessoa física,"plano light - r$178,00",Sem Visita
90452,2024-07-04,pessoa física,"plano light anual - r$123,00",Livance - Tatuapé
90274,2024-07-04,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
90264,2024-07-04,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
89905,2024-07-04,pessoa física,"plano mensal - r$296,00",Livance - Pinheiros
88933,2024-07-04,pessoa física,"plano light - r$178,00",Livance - Vila Madalena
